Zastudnie, 50.1207918, 19.6739972
Zimny Dół, 49.8441667, 20.5955556
Rejon Zamkowej, 50.3248117, 19.1289092
Dolina Brzoskwinki, 50.0878843, 19.725607
Szczebel, 49.6884774, 20.0104518
Wąwóz Ostryszni, 50.3105467, 19.8564086
Filar Pokutników, 50.1526438, 19.784555389335665
Żabi Koń, 50.156024, 19.7562408
Nielepice, 50.1086797, 19.7029789
Sułoszowa, 50.2672276, 19.7330471
Wielka Wronia Baszta, 50.1619938, 19.7653827
Cmentarzysko, 50.174453549999996, 19.743740588016408
Kleszczów, 50.1051938, 19.7487753
Zamkowa Strażnica, 50.1604784, 19.829216652538463
Zbędowy Murek, 50.18803885, 19.752642289929824
Grodzisko Pańskie, 50.4196655, 19.6693267
Rzędkowice, 50.5701457, 19.4816036
Rusocice, 49.9999897, 19.6082501
Okręt, 50.157837099999995, 19.763077344325154
Forteca, 50.17870605, 19.75144618002372
Zwierzyniec, 50.0602082, 19.864330585540543
Tomaszówki, 49.5455556, 19.9683333
Skały Pustelnika, 50.679873099999995, 19.38438042920354
Pochyła Grań, 50.16545705, 19.764126156580524
Kula, 50.1539575, 19.754269
Słoneczne Skały, 50.20533795, 19.728299016618454
